"","pID","eID","oID","internalID","Effect description","origDirection","repDirection","origN","repN","testReported","What statistical test was reported?","Statistical test applied to original data","Original test statistic type","Original test statistic value","origdf1","origdf2","origPval","Replication statistical test","Replication test statistic type","Replication test statistic value","repdf1","repdf2","repPval","Was original data representative?","origRawDiff","repRawDiff","Replication raw difference type (mean or median)","Replication raw difference lower CI","Replication raw difference upper CI","EStype","origES","origESLo","origESHi","repES","repESLo","repESHi","Meta-analysis effect size","Meta-analysis lower CI","Meta-analysis upper CI","Meta-analysis p value","Notes.x","Original paper figure","Was experiment originally identified by RP:CB team","Did experiment continue after sharing with labs (before submitting protocol to eLife)","Did the experiment protocol get submitted to eLife","Did the experiment get accepted and published in eLife","Clarifications asked of original authors","responseQuality","Data shared by original authors","Code shared by original authors","materialsRequested","Key materials offered to be shared","Key materials shared","expType","Number of lab(s) contracted for the experiment","labsContracted","Registered Report protocol","Experiment description","Replication experiment attempted","Replication experiment completed","If experiment incomplete, why?","Changes needed during experimentation?","changesNeededProse","Changes able to be implemented during experimentation?","If modifications unable to be fully implemented, why?","Replication study figure","Were materials shippped between replicating labs?","If a material was shipped between replicating labs, what was it?","What types of experimental techniques were utilized?","Was the original experiment blinded?","Was the replication experiment blinded?","Was the original experiment randomized?","Was the replication experiment randomized?","Was the original experiment sample size determined a priori?","Was the replication experiment sample size determined a priori?","Was a statistical test reported in the original paper?.y","What statistical test(s) was reported?","Was variation of biological repeats reported in the original experiment?","Notes.y","Original paper title","Year","Original paper journal","Number of original authors","Anticipated budget when replication design originally identified by RP:CB team","Anticipated budget when Registered Report manuscript ready for submission to eLife","Anticipated budget when Registered Report accepted and published in eLife","Actual budget at completion of replication attempt","Registered Report submission date","Registered Report acceptance date","Link to Registered Report","Replication study fully completed","If Replication study incomplete, why?","Replication study submission date","Replication study acceptance date","Link to Replication study","Did original authors respond to any emails?","Did the original paper have a potential conflict of issue statement?","Did the replication study have a potential conflict of issue statement?","Number of lab(s) contracted for the entire paper","Type of contracted lab(s) for the entire paper","Notes"
"72",9,1,1,3,"CD133 expression between TOP-GFPlow vs TOP-GFPhigh (Co100 culture)","Positive","Positive","unknown",1,"No","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Yes","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","original study reported representive data from an unknown number independent experiments.","2F","Yes","Yes","Yes","Yes",2,3,0,0,"Cells","Cells","Cells","Cell-based","2.0","CRO11,CRO12","1,2","CSC marker expression of TOP-GFP CSC cultures","Yes","Yes","NA","1.0","CSCs were going to be generated, but one ended up needing to be commercially sourced due to low efficiency rate","5.0","NA","1.0","Yes","Cells",NA,NA,NA,NA,NA,NA,NA,"No","NA","No",NA,"Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.",2010,"Nature Cell Biology",15,25000,"25500.0","70500.0","126870.0","42066.0","42217.0","https://elifesciences.org/articles/07301","Yes","NA","43488.0","43623.0","https://elifesciences.org/articles/45426","Yes","Yes","Yes","3.0","CRO11,CRO12,CRO13",NA
"73",9,1,2,1,"CD24 expression between TOP-GFPlow vs TOP-GFPhigh (450 culture)","Positive","Positive","unknown",1,"No","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Yes","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","original study reported representive data from an unknown number independent experiments.","2F","Yes","Yes","Yes","Yes",2,3,0,0,"Cells","Cells","Cells","Cell-based","2.0","CRO11,CRO12","1,2","CSC marker expression of TOP-GFP CSC cultures","Yes","Yes","NA","1.0","CSCs were going to be generated, but one ended up needing to be commercially sourced due to low efficiency rate","5.0","NA","1.0","Yes","Cells",NA,NA,NA,NA,NA,NA,NA,"No","NA","No",NA,"Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.",2010,"Nature Cell Biology",15,25000,"25500.0","70500.0","126870.0","42066.0","42217.0","https://elifesciences.org/articles/07301","Yes","NA","43488.0","43623.0","https://elifesciences.org/articles/45426","Yes","Yes","Yes","3.0","CRO11,CRO12,CRO13",NA
"74",9,1,2,2,"CD24 expression between TOP-GFPlow vs TOP-GFPhigh (CSC1 culture)","Positive","Positive","unknown",1,"No","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Yes","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","original study reported representive data from an unknown number independent experiments.","2F","Yes","Yes","Yes","Yes",2,3,0,0,"Cells","Cells","Cells","Cell-based","2.0","CRO11,CRO12","1,2","CSC marker expression of TOP-GFP CSC cultures","Yes","Yes","NA","1.0","CSCs were going to be generated, but one ended up needing to be commercially sourced due to low efficiency rate","5.0","NA","1.0","Yes","Cells",NA,NA,NA,NA,NA,NA,NA,"No","NA","No",NA,"Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.",2010,"Nature Cell Biology",15,25000,"25500.0","70500.0","126870.0","42066.0","42217.0","https://elifesciences.org/articles/07301","Yes","NA","43488.0","43623.0","https://elifesciences.org/articles/45426","Yes","Yes","Yes","3.0","CRO11,CRO12,CRO13",NA
"75",9,1,2,3,"CD24 expression between TOP-GFPlow vs TOP-GFPhigh (Co100 culture)","Positive","Null","unknown",1,"No","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Yes","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","original study reported representive data from an unknown number independent experiments.","2F","Yes","Yes","Yes","Yes",2,3,0,0,"Cells","Cells","Cells","Cell-based","2.0","CRO11,CRO12","1,2","CSC marker expression of TOP-GFP CSC cultures","Yes","Yes","NA","1.0","CSCs were going to be generated, but one ended up needing to be commercially sourced due to low efficiency rate","5.0","NA","1.0","Yes","Cells",NA,NA,NA,NA,NA,NA,NA,"No","NA","No",NA,"Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.",2010,"Nature Cell Biology",15,25000,"25500.0","70500.0","126870.0","42066.0","42217.0","https://elifesciences.org/articles/07301","Yes","NA","43488.0","43623.0","https://elifesciences.org/articles/45426","Yes","Yes","Yes","3.0","CRO11,CRO12,CRO13",NA
"76",9,1,3,1,"CD29 expression between TOP-GFPlow vs TOP-GFPhigh (450 culture)","Positive","Positive","unknown",1,"No","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Yes","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","original study reported representive data from an unknown number independent experiments.","2F","Yes","Yes","Yes","Yes",2,3,0,0,"Cells","Cells","Cells","Cell-based","2.0","CRO11,CRO12","1,2","CSC marker expression of TOP-GFP CSC cultures","Yes","Yes","NA","1.0","CSCs were going to be generated, but one ended up needing to be commercially sourced due to low efficiency rate","5.0","NA","1.0","Yes","Cells",NA,NA,NA,NA,NA,NA,NA,"No","NA","No",NA,"Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.",2010,"Nature Cell Biology",15,25000,"25500.0","70500.0","126870.0","42066.0","42217.0","https://elifesciences.org/articles/07301","Yes","NA","43488.0","43623.0","https://elifesciences.org/articles/45426","Yes","Yes","Yes","3.0","CRO11,CRO12,CRO13",NA
"77",9,1,3,2,"CD29 expression between TOP-GFPlow vs TOP-GFPhigh (CSC1 culture)","Positive","Positive","unknown",1,"No","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Yes","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","original study reported representive data from an unknown number independent experiments.","2F","Yes","Yes","Yes","Yes",2,3,0,0,"Cells","Cells","Cells","Cell-based","2.0","CRO11,CRO12","1,2","CSC marker expression of TOP-GFP CSC cultures","Yes","Yes","NA","1.0","CSCs were going to be generated, but one ended up needing to be commercially sourced due to low efficiency rate","5.0","NA","1.0","Yes","Cells",NA,NA,NA,NA,NA,NA,NA,"No","NA","No",NA,"Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.",2010,"Nature Cell Biology",15,25000,"25500.0","70500.0","126870.0","42066.0","42217.0","https://elifesciences.org/articles/07301","Yes","NA","43488.0","43623.0","https://elifesciences.org/articles/45426","Yes","Yes","Yes","3.0","CRO11,CRO12,CRO13",NA
"78",9,1,3,3,"CD29 expression between TOP-GFPlow vs TOP-GFPhigh (Co100 culture)","Positive","Positive","unknown",1,"No","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Yes","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","original study reported representive data from an unknown number independent experiments.","2F","Yes","Yes","Yes","Yes",2,3,0,0,"Cells","Cells","Cells","Cell-based","2.0","CRO11,CRO12","1,2","CSC marker expression of TOP-GFP CSC cultures","Yes","Yes","NA","1.0","CSCs were going to be generated, but one ended up needing to be commercially sourced due to low efficiency rate","5.0","NA","1.0","Yes","Cells",NA,NA,NA,NA,NA,NA,NA,"No","NA","No",NA,"Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.",2010,"Nature Cell Biology",15,25000,"25500.0","70500.0","126870.0","42066.0","42217.0","https://elifesciences.org/articles/07301","Yes","NA","43488.0","43623.0","https://elifesciences.org/articles/45426","Yes","Yes","Yes","3.0","CRO11,CRO12,CRO13",NA
"79",9,1,4,1,"CD44 expression between TOP-GFPlow vs TOP-GFPhigh (450 culture)","Positive","Negative","unknown",1,"No","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Yes","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","original study reported representive data from an unknown number independent experiments.","2F","Yes","Yes","Yes","Yes",2,3,0,0,"Cells","Cells","Cells","Cell-based","2.0","CRO11,CRO12","1,2","CSC marker expression of TOP-GFP CSC cultures","Yes","Yes","NA","1.0","CSCs were going to be generated, but one ended up needing to be commercially sourced due to low efficiency rate","5.0","NA","1.0","Yes","Cells",NA,NA,NA,NA,NA,NA,NA,"No","NA","No",NA,"Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.",2010,"Nature Cell Biology",15,25000,"25500.0","70500.0","126870.0","42066.0","42217.0","https://elifesciences.org/articles/07301","Yes","NA","43488.0","43623.0","https://elifesciences.org/articles/45426","Yes","Yes","Yes","3.0","CRO11,CRO12,CRO13",NA
"80",9,1,4,2,"CD44 expression between TOP-GFPlow vs TOP-GFPhigh (CSC1 culture)","Positive","Negative","unknown",1,"No","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Yes","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","original study reported representive data from an unknown number independent experiments.","2F","Yes","Yes","Yes","Yes",2,3,0,0,"Cells","Cells","Cells","Cell-based","2.0","CRO11,CRO12","1,2","CSC marker expression of TOP-GFP CSC cultures","Yes","Yes","NA","1.0","CSCs were going to be generated, but one ended up needing to be commercially sourced due to low efficiency rate","5.0","NA","1.0","Yes","Cells",NA,NA,NA,NA,NA,NA,NA,"No","NA","No",NA,"Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.",2010,"Nature Cell Biology",15,25000,"25500.0","70500.0","126870.0","42066.0","42217.0","https://elifesciences.org/articles/07301","Yes","NA","43488.0","43623.0","https://elifesciences.org/articles/45426","Yes","Yes","Yes","3.0","CRO11,CRO12,CRO13",NA
"81",9,1,4,3,"CD44 expression between TOP-GFPlow vs TOP-GFPhigh (Co100 culture)","Positive","Negative","unknown",1,"No","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Yes","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","original study reported representive data from an unknown number independent experiments.","2F","Yes","Yes","Yes","Yes",2,3,0,0,"Cells","Cells","Cells","Cell-based","2.0","CRO11,CRO12","1,2","CSC marker expression of TOP-GFP CSC cultures","Yes","Yes","NA","1.0","CSCs were going to be generated, but one ended up needing to be commercially sourced due to low efficiency rate","5.0","NA","1.0","Yes","Cells",NA,NA,NA,NA,NA,NA,NA,"No","NA","No",NA,"Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.",2010,"Nature Cell Biology",15,25000,"25500.0","70500.0","126870.0","42066.0","42217.0","https://elifesciences.org/articles/07301","Yes","NA","43488.0","43623.0","https://elifesciences.org/articles/45426","Yes","Yes","Yes","3.0","CRO11,CRO12,CRO13",NA
"82",9,1,5,1,"CD166 expression between TOP-GFPlow vs TOP-GFPhigh (450 culture)","Positive","Null","unknown",1,"No","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Yes","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","original study reported representive data from an unknown number independent experiments.","2F","Yes","Yes","Yes","Yes",2,3,0,0,"Cells","Cells","Cells","Cell-based","2.0","CRO11,CRO12","1,2","CSC marker expression of TOP-GFP CSC cultures","Yes","Yes","NA","1.0","CSCs were going to be generated, but one ended up needing to be commercially sourced due to low efficiency rate","5.0","NA","1.0","Yes","Cells",NA,NA,NA,NA,NA,NA,NA,"No","NA","No",NA,"Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.",2010,"Nature Cell Biology",15,25000,"25500.0","70500.0","126870.0","42066.0","42217.0","https://elifesciences.org/articles/07301","Yes","NA","43488.0","43623.0","https://elifesciences.org/articles/45426","Yes","Yes","Yes","3.0","CRO11,CRO12,CRO13",NA
"83",9,1,5,2,"CD166 expression between TOP-GFPlow vs TOP-GFPhigh (CSC1 culture)","Positive","Positive","unknown",1,"No","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Yes","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","original study reported representive data from an unknown number independent experiments.","2F","Yes","Yes","Yes","Yes",2,3,0,0,"Cells","Cells","Cells","Cell-based","2.0","CRO11,CRO12","1,2","CSC marker expression of TOP-GFP CSC cultures","Yes","Yes","NA","1.0","CSCs were going to be generated, but one ended up needing to be commercially sourced due to low efficiency rate","5.0","NA","1.0","Yes","Cells",NA,NA,NA,NA,NA,NA,NA,"No","NA","No",NA,"Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.",2010,"Nature Cell Biology",15,25000,"25500.0","70500.0","126870.0","42066.0","42217.0","https://elifesciences.org/articles/07301","Yes","NA","43488.0","43623.0","https://elifesciences.org/articles/45426","Yes","Yes","Yes","3.0","CRO11,CRO12,CRO13",NA
"84",9,1,5,3,"CD166 expression between TOP-GFPlow vs TOP-GFPhigh (Co100 culture)","Positive","Positive","unknown",1,"No","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Yes","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","original study reported representive data from an unknown number independent experiments.","2F","Yes","Yes","Yes","Yes",2,3,0,0,"Cells","Cells","Cells","Cell-based","2.0","CRO11,CRO12","1,2","CSC marker expression of TOP-GFP CSC cultures","Yes","Yes","NA","1.0","CSCs were going to be generated, but one ended up needing to be commercially sourced due to low efficiency rate","5.0","NA","1.0","Yes","Cells",NA,NA,NA,NA,NA,NA,NA,"No","NA","No",NA,"Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.",2010,"Nature Cell Biology",15,25000,"25500.0","70500.0","126870.0","42066.0","42217.0","https://elifesciences.org/articles/07301","Yes","NA","43488.0","43623.0","https://elifesciences.org/articles/45426","Yes","Yes","Yes","3.0","CRO11,CRO12,CRO13",NA
"85",9,2,1,1,"Clonogenic frequency between TOP-GFPlow vs TOP-GFPhigh (450 culture)","Positive","Positive","18.0",18,"No","NA","Chi-square test","chi-squared","173.4734","NA","1.0","1.290018E-39","Chi-square test","chi-squared","39.7963","NA","1.0","2.818784E-10","No","NA","NA","NA","NA","NA","Cohen's d","1.936373","0.7779388","3.05504","1.65152","0.5485481","2.717153","1.296639","0.7456893","1.847588","3.974687E-6","methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies, but unclear if this was done in original study; effect size recalculated for meta-analysis","6D","Yes","Yes","Yes","Yes",3,3,0,3,"Cells","Cells","Cells","Cell-based","2.0","CRO11,CRO12","1,3","Clonogenicity of TOP-GFP CSC cultures","Yes","Yes","NA","1.0","CSCs were going to be generated, but one ended up needing to be commercially sourced due to low efficiency rate","5.0","NA","2.0","Yes","Cells",NA,NA,NA,NA,NA,NA,NA,"Yes","Chi-square test","Yes","Methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies.","Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.",2010,"Nature Cell Biology",15,25000,"25500.0","70500.0","126870.0","42066.0","42217.0","https://elifesciences.org/articles/07301","Yes","NA","43488.0","43623.0","https://elifesciences.org/articles/45426","Yes","Yes","Yes","3.0","CRO11,CRO12,CRO13",NA
"86",9,2,1,2,"Clonogenic frequency between TOP-GFPlow vs TOP-GFPhigh (CSC1 culture)","Positive","Positive","18.0",18,"No","NA","Chi-square test","chi-squared","173.4734","NA","1.0","1.290018E-39","Chi-square test","chi-squared","4.818626","NA","1.0","0.02815377","No","NA","NA","NA","NA","NA","Cohen's d","1.936373","0.7779388","3.05504","0.8364359","-0.1430182","1.792225","1.296639","0.7456893","1.847588","3.974687E-6","methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies, but unclear if this was done in original study; effect size recalculated for meta-analysis","6D","Yes","Yes","Yes","Yes",3,3,0,3,"Cells","Cells","Cells","Cell-based","2.0","CRO11,CRO12","1,3","Clonogenicity of TOP-GFP CSC cultures","Yes","Yes","NA","1.0","CSCs were going to be generated, but one ended up needing to be commercially sourced due to low efficiency rate","5.0","NA","2.0","Yes","Cells",NA,NA,NA,NA,NA,NA,NA,"Yes","Chi-square test","Yes","Methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies.","Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.",2010,"Nature Cell Biology",15,25000,"25500.0","70500.0","126870.0","42066.0","42217.0","https://elifesciences.org/articles/07301","Yes","NA","43488.0","43623.0","https://elifesciences.org/articles/45426","Yes","Yes","Yes","3.0","CRO11,CRO12,CRO13",NA
"87",9,2,1,3,"Clonogenic frequency between TOP-GFPlow vs TOP-GFPhigh (Co100 culture)","Positive","Positive","18.0",18,"No","NA","Chi-square test","chi-squared","173.4734","NA","1.0","1.290018E-39","Chi-square test","chi-squared","7.593042","NA","1.0","0.005859398","No","NA","NA","NA","NA","NA","Cohen's d","1.936373","0.7779388","3.05504","1.003911","0.003981796","1.976484","1.296639","0.7456893","1.847588","3.974687E-6","methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies, but unclear if this was done in original study; effect size recalculated for meta-analysis","6D","Yes","Yes","Yes","Yes",3,3,0,3,"Cells","Cells","Cells","Cell-based","2.0","CRO11,CRO12","1,3","Clonogenicity of TOP-GFP CSC cultures","Yes","Yes","NA","1.0","CSCs were going to be generated, but one ended up needing to be commercially sourced due to low efficiency rate","5.0","NA","2.0","Yes","Cells",NA,NA,NA,NA,NA,NA,NA,"Yes","Chi-square test","Yes","Methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies.","Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.",2010,"Nature Cell Biology",15,25000,"25500.0","70500.0","126870.0","42066.0","42217.0","https://elifesciences.org/articles/07301","Yes","NA","43488.0","43623.0","https://elifesciences.org/articles/45426","Yes","Yes","Yes","3.0","CRO11,CRO12,CRO13",NA
"88",9,2,2,1,"Clonogenic frequency between TOP-GFPlow vs TOP-GFPlow + HGF (450 culture)","Positive","Null-positive","18.0",18,"No","NA","Chi-square test","chi-squared","114.1497","NA","1.0","1.20834E-26","Chi-square test","chi-squared","1.485805","NA","1.0","0.2228685","No","NA","NA","NA","NA","NA","Cohen's d","1.808879","0.6759369","2.903011","0.5176725","-0.4309751","1.450844","0.8835097","0.2151156","1.551904","0.009576489","methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies, but unclear if this was done in original study; effect size recalculated for meta-analysis","6D","Yes","Yes","Yes","Yes",3,3,0,3,"Cells","Cells","Cells","Cell-based","2.0","CRO11,CRO12","1,3","Clonogenicity of TOP-GFP CSC cultures","Yes","Yes","NA","1.0","CSCs were going to be generated, but one ended up needing to be commercially sourced due to low efficiency rate","5.0","NA","2.0","Yes","Cells",NA,NA,NA,NA,NA,NA,NA,"Yes","Chi-square test","Yes","Methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies.","Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.",2010,"Nature Cell Biology",15,25000,"25500.0","70500.0","126870.0","42066.0","42217.0","https://elifesciences.org/articles/07301","Yes","NA","43488.0","43623.0","https://elifesciences.org/articles/45426","Yes","Yes","Yes","3.0","CRO11,CRO12,CRO13",NA
"89",9,2,2,2,"Clonogenic frequency between TOP-GFPlow vs TOP-GFPlow + HGF (CSC1 culture)","Positive","Null-positive","18.0",18,"No","NA","Chi-square test","chi-squared","114.1497","NA","1.0","1.20834E-26","Chi-square test","chi-squared","0.3366798","NA","1.0","0.561752","No","NA","NA","NA","NA","NA","Cohen's d","1.808879","0.6759369","2.903011","0.2291823","-0.7016305","1.152944","0.8835097","0.2151156","1.551904","0.009576489","methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies, but unclear if this was done in original study; effect size recalculated for meta-analysis","6D","Yes","Yes","Yes","Yes",3,3,0,3,"Cells","Cells","Cells","Cell-based","2.0","CRO11,CRO12","1,3","Clonogenicity of TOP-GFP CSC cultures","Yes","Yes","NA","1.0","CSCs were going to be generated, but one ended up needing to be commercially sourced due to low efficiency rate","5.0","NA","2.0","Yes","Cells",NA,NA,NA,NA,NA,NA,NA,"Yes","Chi-square test","Yes","Methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies.","Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.",2010,"Nature Cell Biology",15,25000,"25500.0","70500.0","126870.0","42066.0","42217.0","https://elifesciences.org/articles/07301","Yes","NA","43488.0","43623.0","https://elifesciences.org/articles/45426","Yes","Yes","Yes","3.0","CRO11,CRO12,CRO13",NA
"90",9,2,2,3,"Clonogenic frequency between TOP-GFPlow vs TOP-GFPlow + HGF (Co100 culture)","Positive","Positive","18.0",18,"No","NA","Chi-square test","chi-squared","114.1497","NA","1.0","1.20834E-26","Chi-square test","chi-squared","12.67904","NA","1.0","3.697778E-4","No","NA","NA","NA","NA","NA","Cohen's d","1.808879","0.6759369","2.903011","1.198008","0.1709642","2.193992","0.8835097","0.2151156","1.551904","0.009576489","methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies, but unclear if this was done in original study; effect size recalculated for meta-analysis","6D","Yes","Yes","Yes","Yes",3,3,0,3,"Cells","Cells","Cells","Cell-based","2.0","CRO11,CRO12","1,3","Clonogenicity of TOP-GFP CSC cultures","Yes","Yes","NA","1.0","CSCs were going to be generated, but one ended up needing to be commercially sourced due to low efficiency rate","5.0","NA","2.0","Yes","Cells",NA,NA,NA,NA,NA,NA,NA,"Yes","Chi-square test","Yes","Methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies.","Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.",2010,"Nature Cell Biology",15,25000,"25500.0","70500.0","126870.0","42066.0","42217.0","https://elifesciences.org/articles/07301","Yes","NA","43488.0","43623.0","https://elifesciences.org/articles/45426","Yes","Yes","Yes","3.0","CRO11,CRO12,CRO13",NA
"91",9,2,3,1,"Clonogenic frequency between TOP-GFPlow vs TOP-GFPlow + MFCM (450 culture)","Positive","Null-positive","18.0",18,"No","NA","Chi-square test","chi-squared","101.8046","NA","1.0","6.127699E-24","Chi-square test","chi-squared","1.959781","NA","1.0","0.1615367","No","NA","NA","NA","NA","NA","Cohen's d","1.804444","0.6723695","2.897745","0.5470018","-0.4040087","1.481726","1.112524","0.533665","1.691383","1.65284E-4","methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies, but unclear if this was done in original study; effect size recalculated for meta-analysis","6D","Yes","Yes","Yes","Yes",3,3,0,3,"Cells","Cells","Cells","Cell-based","2.0","CRO11,CRO12","1,3","Clonogenicity of TOP-GFP CSC cultures","Yes","Yes","NA","1.0","CSCs were going to be generated, but one ended up needing to be commercially sourced due to low efficiency rate","5.0","NA","2.0","Yes","Cells",NA,NA,NA,NA,NA,NA,NA,"Yes","Chi-square test","Yes","Methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies.","Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.",2010,"Nature Cell Biology",15,25000,"25500.0","70500.0","126870.0","42066.0","42217.0","https://elifesciences.org/articles/07301","Yes","NA","43488.0","43623.0","https://elifesciences.org/articles/45426","Yes","Yes","Yes","3.0","CRO11,CRO12,CRO13",NA
"92",9,2,3,2,"Clonogenic frequency between TOP-GFPlow vs TOP-GFPlow + MFCM (CSC1 culture)","Positive","Positive","18.0",18,"No","NA","Chi-square test","chi-squared","101.8046","NA","1.0","6.127699E-24","Chi-square test","chi-squared","4.181534","NA","1.0","0.04086671","No","NA","NA","NA","NA","NA","Cohen's d","1.804444","0.6723695","2.897745","0.7962237","-0.1787391","1.748474","1.112524","0.533665","1.691383","1.65284E-4","methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies, but unclear if this was done in original study; effect size recalculated for meta-analysis","6D","Yes","Yes","Yes","Yes",3,3,0,3,"Cells","Cells","Cells","Cell-based","2.0","CRO11,CRO12","1,3","Clonogenicity of TOP-GFP CSC cultures","Yes","Yes","NA","1.0","CSCs were going to be generated, but one ended up needing to be commercially sourced due to low efficiency rate","5.0","NA","2.0","Yes","Cells",NA,NA,NA,NA,NA,NA,NA,"Yes","Chi-square test","Yes","Methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies.","Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.",2010,"Nature Cell Biology",15,25000,"25500.0","70500.0","126870.0","42066.0","42217.0","https://elifesciences.org/articles/07301","Yes","NA","43488.0","43623.0","https://elifesciences.org/articles/45426","Yes","Yes","Yes","3.0","CRO11,CRO12,CRO13",NA
