X.3,X.2,X.1,X,pID,eID,oID,internalID,Effect.description,origDirection,Observed.difference.in.replication.,origN,repN,testReported,What.statistical.test.was.reported.,Statistical.test.applied.to.original.data,Original.test.statistic.type,Original.test.statistic.value,Original.df1,Original.df2,Original.p.value,Replication.statistical.test,Replication.test.statistic.type,Replication.test.statistic.value,Replication.df1,Replication.df2,Replication.p.value,Was.original.data.representative.,origRawDiff,Replication.raw.difference..if.original.reported.representative.data.,Replication.raw.difference.type..mean.or.median.,Replication.raw.diference.standard.error,Replication.raw.difference.lower.CI,Replication.raw.difference.upper.CI,Effect.size.type,Original.effect.size,Original.standard.error,Original.lower.CI,Original.upper.CI,Replication.effect.size,Replication.standard.error,Replication.lower.CI,Replication.upper.CI,Meta.analysis.effect.size,Meta.analysis.lower.CI,Meta.analysis.upper.CI,Meta.analysis.p.value,repDirection,Statistical.test.applied.to.original.data..SMD.,Original.test.statistic.type..SMD.,Original.test.statistic.value..SMD.,origdf1,origdf2,origPval,Replication.statistical.test..SMD.,Replication.test.statistic.type..SMD.,Replication.test.statistic.value..SMD.,repdf1,repdf2,repPval,repRawDiff,Replication.raw.difference.type..mean.or.median...SMD.,Replication.raw.diference.standard.error..SMD.,Replication.raw.difference.lower.CI..SMD.,Replication.raw.difference.upper.CI..SMD.,EStype,origES,origSE,origESLo,origESHi,repES,repSE,repESLo,repESHi,Meta.analysis.effect.size..SMD.,Meta.analysis.lower.CI..SMD.,Meta.analysis.upper.CI..SMD.,Meta.analysis.p.value..SMD.,Notes.x,Original.paper.figure,Was.experiment.originally.identified.by.RP.CB.team,Did.experiment.continue.after.sharing.with.labs..before.submitting.protocol.to.eLife.,Did.the.experiment.protocol.get.submitted.to.eLife,Did.the.experiment.protocol.get.accepted.and.published.in.eLife,infoNeeded,infoQuality,Data.shared.by.original.authors,Code.shared.by.original.authors,Key.materials.asked.to.be.shared,materialsSharedProse,Key.materials.shared,expType,What.types.of.experimental.techniques.were.utilized.,What.category.of.experimental.techniques.were.utilized.,Number.of.lab.s..contracted.for.the.experiment,labsContracted,Registered.Report.protocol,Experiment.description,Original.sample.number..reported.,Replication.sample.number..power.,Replication.sample.number..reported.,Replication.experiment.attempted,Replication.experiment.completed,If.experiment.incomplete..why.,changesNeededRaw,If.modifications.were.needed.for.experiment.to.proceed..what.were.they.,changesSuccess,If.modifications.unable.to.be.fully.implemented..why.,Replication.study.figure,Were.materials.shippped.between.replicating.labs.,If.a.material.was.shipped.between.replicating.labs..what.was.it.,Was.the.original.experiment.blinded.,Was.the.replication.experiment.blinded.,Was.the.original.experiment.randomized.,Was.the.replication.experiment.randomized.,Was.the.original.experiment.sample.size.determined.a.priori.,Was.the.replication.experiment.sample.size.determined.a.priori.,Was.a.statistical.test.reported.in.the.original.paper..y,What.statistical.test.s..was.reported.,Was.variation.of.biological.repeats.reported.in.the.original.experiment.,Notes.y,Original.paper.title,Year,Original.paper.journal,Number.of.original.authors,OSF.project.link,Draft.protocol.shared.with.original.authors.date,Budget.per.paper.at.project.onset.when.originally.identified.by.RP.CB.team,Anticipated.budget.when.Registered.Report.manuscript.ready.for.submission.to.eLife,Anticipated.budget.when.Registered.Report.accepted.and.published.in.eLife,Actual.budget.at.completion.of.replication.attempt,Registered.Report.submission.date,Registered.Report.acceptance.date,Link.to.Registered.Report,Experimental.work.start.date,Experimental.work.end.date,Replication.study.fully.completed,If.Replication.study.incomplete..why.,Replication.study.submission.date,Replication.study.acceptance.date,Link.to.Replication.study,Did.original.authors.respond.to.any.emails.,Did.the.original.paper.have.a.potential.conflict.of.issue.statement.,Did.the.replication.study.have.a.potential.conflict.of.issue.statement.,Number.of.lab.s..contracted.for.the.entire.paper,Contracted.lab.s..for.the.entire.paper,Notes,repSignif,origSignif,changes,changes_a..GTE.moderate.success,changes_b..LT.moderate.success,changes_c..No.changes.needed,materialsShared,materialsShared_a.No,materialsShared_b.Yes,materialsShared_c..Not.requested,hasCROLab,hasCoreLab,expAnimal,quantPair,peoID,nInternal,peID,origES2,ES2type,origESLo2,origESHi2,repES2,repESLo2,repESHi2,origSE2,repSE2,origVar2,repVar2,origES3,origESLo3,origESHi3,repES3,repESLo3,repESHi3,origSE3,repSE3,origVar3,repVar3,discrep,badCI
179,179,179,179,24,2,4,1,PTEN-3'UTR luciferase reporter activity of EV vs CNOT6L-3'UTR1,Positive,Negative,8,12,Yes,Student's t test,Student's t test,t,6.46204,,6,0.0006512861,Student's t test,t,-4.419996,,10,0.00129412,No,,,,,,,Cohen's d,4.569352,1.728165,1.66362,7.408486,-2.551886,0.8892285,-4.100061,-0.9400836,-1.061142,-2.6108754,0.4885912,0.1795838,Negative,Student's t test,t,6.46204,,6,0.0006512861,Student's t test,t,-4.419996,,10,0.00129412,,,,,,Cohen's d,4.569352,1.728165,1.66362,7.408486,-2.551886,0.8892285,-4.100061,-0.9400836,-1.061142,-2.6108754,0.4885912,0.1795838,,3D,Yes,Yes,Yes,Yes,2,4,1,0,Plasmids,Plasmids,Plasmids,Cell-based,"transfection (plasmid),cell culture,luciferase assay","cell,molecular",1,Core9,2.0,ceRNA overexpression on PTEN-3'UTR luciferase reporter activity,4.0,6,6,Yes,Yes,,0,,6,,2.0,No,,,,,,,,Yes,Student's t test,Yes,,Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.,2011,Cell,13,https://osf.io/oblj1/,2015-02-24,25000,33415.68,43110.89,62894.9,42331,42404,https://elifesciences.org/articles/12470,42445,43349,Partial,Western blot results with the phospho-AKT antibody were inconsistent and largely absent of a signal.,43977,44092,https://elifesciences.org/articles/56651,Yes,No,Yes,1,Core9,,TRUE,TRUE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,FALSE,TRUE,FALSE,TRUE,p24e2o4,1,p24e2,4.569352,Cohen's d,1.66362,7.408486,-2.551886,-4.100061,-0.9400836,1.728165,0.80613149652889,2.986554267225,0.649847989695908,4.569352,1.66362,7.408486,-2.551886,-4.100061,-0.9400836,1.46555397071445,0.80613149652889,2.14784844107691,0.649847989695908,0.0332990000000004,FALSE
180,180,180,180,24,2,5,1,PTEN-3'UTR luciferase reporter activity of EV vs CNOT6L-3'UTR2,Positive,Negative,8,12,Yes,Student's t test,Student's t test,t,6.654921,,6,0.0005563789,Welch's t test,t,-5.085004,,7.100732,0.001362887,No,,,,,,,Glass' delta,5.195923,2.235979,1.081294,9.369,-2.293205,0.9269369,-4.037522,-0.4709422,-1.194902,-2.8731697,0.4833649,0.1628752,Negative,Student's t test,t,6.654921,,6,0.0005563789,Welch's t test,t,-5.085004,,7.100732,0.001362887,,,,,,Glass' delta,5.195923,2.235979,1.081294,9.369,-2.293205,0.9269369,-4.037522,-0.4709422,-1.194902,-2.8731697,0.4833649,0.1628752,,3D,Yes,Yes,Yes,Yes,2,4,1,0,Plasmids,Plasmids,Plasmids,Cell-based,"transfection (plasmid),cell culture,luciferase assay","cell,molecular",1,Core9,2.0,ceRNA overexpression on PTEN-3'UTR luciferase reporter activity,4.0,6,6,Yes,Yes,,0,,6,,2.0,No,,,,,,,,Yes,Student's t test,Yes,,Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.,2011,Cell,13,https://osf.io/oblj1/,2015-02-24,25000,33415.68,43110.89,62894.9,42331,42404,https://elifesciences.org/articles/12470,42445,43349,Partial,Western blot results with the phospho-AKT antibody were inconsistent and largely absent of a signal.,43977,44092,https://elifesciences.org/articles/56651,Yes,No,Yes,1,Core9,,TRUE,TRUE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,FALSE,TRUE,FALSE,TRUE,p24e2o5,1,p24e2,5.195923,Glass' delta,1.081294,9.369,-2.293205,-4.037522,-0.4709422,2.235979,0.909858504577821,4.999602088441,0.827842498352588,5.195923,1.081294,9.369,-2.293205,-4.037522,-0.4709422,2.1142495641176,0.909858504577821,4.47005121937145,0.827842498352588,0.0292239999999993,FALSE
181,181,181,181,24,2,6,1,PTEN-3'UTR luciferase reporter activity of EV vs PTEN-3'UTR,Positive,Negative,8,10,Yes,Student's t test,Welch's t test,t,11.76119,,3.325596,0.0007993519,Welch's t test,t,-7.502377,,5.602625,0.0003991548,No,,,,,,,Glass' delta,6.038505,2.564616,1.348041,10.82966,-3.154098,1.152461,-5.328959,-0.9197438,-1.609676,-3.6699937,0.4506416,0.1257021,Negative,Welch's t test,t,11.76119,,3.325596,0.0007993519,Welch's t test,t,-7.502377,,5.602625,0.0003991548,,,,,,Glass' delta,6.038505,2.564616,1.348041,10.82966,-3.154098,1.152461,-5.328959,-0.9197438,-1.609676,-3.6699937,0.4506416,0.1257021,,3D,Yes,Yes,Yes,Yes,2,4,1,0,Plasmids,Plasmids,Plasmids,Cell-based,"transfection (plasmid),cell culture,luciferase assay","cell,molecular",1,Core9,2.0,ceRNA overexpression on PTEN-3'UTR luciferase reporter activity,4.0,6,6,Yes,Yes,,0,,6,,2.0,No,,,,,,,,Yes,Student's t test,Yes,,Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.,2011,Cell,13,https://osf.io/oblj1/,2015-02-24,25000,33415.68,43110.89,62894.9,42331,42404,https://elifesciences.org/articles/12470,42445,43349,Partial,Western blot results with the phospho-AKT antibody were inconsistent and largely absent of a signal.,43977,44092,https://elifesciences.org/articles/56651,Yes,No,Yes,1,Core9,,TRUE,TRUE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,FALSE,TRUE,FALSE,TRUE,p24e2o6,1,p24e2,6.038505,Glass' delta,1.348041,10.82966,-3.154098,-5.328959,-0.9197438,2.564616,1.12482046475837,6.577255227456,1.26522107793922,6.038505,1.348041,10.82966,-3.154098,-5.328959,-0.9197438,2.41882480361624,1.12482046475836,5.85071343058915,1.26522107793922,0.0503455000000006,FALSE
182,182,182,182,24,3,1,1,PTEN expression of siNC vs siSERINC1 in wild-type HCT116 cells,Positive,Null-positive,8,6,Yes,Student's t test,Student's t test,t,7.789881,,6,0.0002357769,Student's t test,t,1.814961,,4,0.143716,No,,,,,,,Cohen's d,5.508277,2.009453,2.150352,8.815231,1.48191,1.188175,-0.4619813,3.302322,2.524959,0.5203869,4.5295313,0.01355781,Null-positive,Student's t test,t,7.789881,,6,0.0002357769,Student's t test,t,1.814961,,4,0.143716,,,,,,Cohen's d,5.508277,2.009453,2.150352,8.815231,1.48191,1.188175,-0.4619813,3.302322,2.524959,0.5203869,4.5295313,0.01355781,,"3G,3H,S3B",Yes,Yes,Yes,Yes,2,4,1,0,,,,Cell-based,"transfection (siRNA, plasmid),cell culture,Western blot assay,RNA extraction,qRT-PCR,microscopy (fluorescence)","cell,immuno,molecular",1,Core9,3.0,ceRNA depletion on PTEN expression,4.0,4,4,Yes,Yes,,0,,6,,3.0,No,,,,,,,,Yes,Student's t test,Yes,"A key material was asked to be shared (Cells), but were not coded since it was commercially available",Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.,2011,Cell,13,https://osf.io/oblj1/,2015-02-24,25000,33415.68,43110.89,62894.9,42331,42404,https://elifesciences.org/articles/12470,42445,43349,Partial,Western blot results with the phospho-AKT antibody were inconsistent and largely absent of a signal.,43977,44092,https://elifesciences.org/articles/56651,Yes,No,Yes,1,Core9,,FALSE,TRUE,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,FALSE,TRUE,FALSE,TRUE,p24e3o1,1,p24e3,5.508277,Cohen's d,2.150352,8.815231,1.48191,-0.4619813,3.302322,2.009453,0.960299099802942,4.037901359209,0.92217436108234,5.508277,2.150352,8.815231,1.48191,-0.4619813,3.302322,1.70025547728727,0.960299099802942,2.89086868804535,0.92217436108234,0.0254854999999985,FALSE
183,183,183,183,24,3,2,1,PTEN expression of siNC vs siVAPA in wild-type HCT116 cells,Positive,Positive,8,6,Yes,Student's t test,Student's t test,t,9.16309,,6,9.512535e-05,Student's t test,t,5.40547,,4,0.005671521,No,,,,,,,Cohen's d,6.479283,2.308946,2.638413,10.2841,4.413548,2.156939,1.040123,7.719426,5.376184,2.286914,8.465454,0.0006475369,Positive,Student's t test,t,9.16309,,6,9.512535e-05,Student's t test,t,5.40547,,4,0.005671521,,,,,,Cohen's d,6.479283,2.308946,2.638413,10.2841,4.413548,2.156939,1.040123,7.719426,5.376184,2.286914,8.465454,0.0006475369,,"3G,3H,S3B",Yes,Yes,Yes,Yes,2,4,1,0,,,,Cell-based,"transfection (siRNA, plasmid),cell culture,Western blot assay,RNA extraction,qRT-PCR,microscopy (fluorescence)","cell,immuno,molecular",1,Core9,3.0,ceRNA depletion on PTEN expression,4.0,4,4,Yes,Yes,,0,,6,,3.0,No,,,,,,,,Yes,Student's t test,Yes,"A key material was asked to be shared (Cells), but were not coded since it was commercially available",Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.,2011,Cell,13,https://osf.io/oblj1/,2015-02-24,25000,33415.68,43110.89,62894.9,42331,42404,https://elifesciences.org/articles/12470,42445,43349,Partial,Western blot results with the phospho-AKT antibody were inconsistent and largely absent of a signal.,43977,44092,https://elifesciences.org/articles/56651,Yes,No,Yes,1,Core9,,TRUE,TRUE,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,FALSE,TRUE,FALSE,TRUE,p24e3o2,1,p24e3,6.479283,Cohen's d,2.638413,10.2841,4.413548,1.040123,7.719426,2.308946,1.70393513673861,5.331231630916,2.90339495021241,6.479283,2.638413,10.2841,4.413548,1.040123,7.719426,1.95046619741694,1.70393513673861,3.80431838726611,2.90339495021241,0.0180264999999995,FALSE
184,184,184,184,24,3,3,1,PTEN expression of siNC vs siCNOT6L in wild-type HCT116 cells,Positive,Null-positive,8,6,Yes,Student's t test,Student's t test,t,8.748704,,6,0.0001234589,Student's t test,t,2.554485,,4,0.06300514,No,,,,,,,Cohen's d,6.186268,2.217855,2.492441,9.839689,2.085728,1.347469,-0.1010185,4.142058,3.191257,0.9341834,5.4483305,0.005585417,Null-positive,Student's t test,t,8.748704,,6,0.0001234589,Student's t test,t,2.554485,,4,0.06300514,,,,,,Cohen's d,6.186268,2.217855,2.492441,9.839689,2.085728,1.347469,-0.1010185,4.142058,3.191257,0.9341834,5.4483305,0.005585417,,"3G,3H,S3B",Yes,Yes,Yes,Yes,2,4,1,0,,,,Cell-based,"transfection (siRNA, plasmid),cell culture,Western blot assay,RNA extraction,qRT-PCR,microscopy (fluorescence)","cell,immuno,molecular",1,Core9,3.0,ceRNA depletion on PTEN expression,4.0,4,4,Yes,Yes,,0,,6,,3.0,No,,,,,,,,Yes,Student's t test,Yes,"A key material was asked to be shared (Cells), but were not coded since it was commercially available",Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.,2011,Cell,13,https://osf.io/oblj1/,2015-02-24,25000,33415.68,43110.89,62894.9,42331,42404,https://elifesciences.org/articles/12470,42445,43349,Partial,Western blot results with the phospho-AKT antibody were inconsistent and largely absent of a signal.,43977,44092,https://elifesciences.org/articles/56651,Yes,No,Yes,1,Core9,,FALSE,TRUE,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,FALSE,TRUE,FALSE,TRUE,p24e3o3,1,p24e3,6.186268,Cohen's d,2.492441,9.839689,2.085728,-0.1010185,4.142058,2.217855,1.08243736453038,4.918880801025,1.17167064813148,6.186268,2.492441,9.839689,2.085728,-0.1010185,4.142058,1.87433240048138,1.08243736453038,3.51312194749428,1.17167064813148,0.0202030000000004,FALSE
185,185,185,185,24,3,4,1,PTEN expression of siNC vs siPTEN in wild-type HCT116 cells,Positive,Positive,8,6,Yes,Student's t test,Welch's t test,t,23.63169,,3.003484,0.0001647319,Student's t test,t,10.01587,,4,0.0005585633,No,,,,,,,Glass' delta,11.81928,4.876736,3.029334,20.95182,5.788292,3.007116,0.5530485,11.30629,7.449714,2.432956,12.466472,0.003608749,Positive,Welch's t test,t,23.63169,,3.003484,0.0001647319,Student's t test,t,10.01587,,4,0.0005585633,,,,,,Glass' delta,11.81928,4.876736,3.029334,20.95182,5.788292,3.007116,0.5530485,11.30629,7.449714,2.432956,12.466472,0.003608749,,"3G,3H,S3B",Yes,Yes,Yes,Yes,2,4,1,0,,,,Cell-based,"transfection (siRNA, plasmid),cell culture,Western blot assay,RNA extraction,qRT-PCR,microscopy (fluorescence)","cell,immuno,molecular",1,Core9,3.0,ceRNA depletion on PTEN expression,4.0,4,4,Yes,Yes,,0,,6,,3.0,No,,,,,,,,Yes,Student's t test,Yes,"A key material was asked to be shared (Cells), but were not coded since it was commercially available",Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.,2011,Cell,13,https://osf.io/oblj1/,2015-02-24,25000,33415.68,43110.89,62894.9,42331,42404,https://elifesciences.org/articles/12470,42445,43349,Partial,Western blot results with the phospho-AKT antibody were inconsistent and largely absent of a signal.,43977,44092,https://elifesciences.org/articles/56651,Yes,No,Yes,1,Core9,,TRUE,TRUE,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,FALSE,TRUE,FALSE,TRUE,p24e3o4,1,p24e3,11.81928,Glass' delta,3.029334,20.95182,5.788292,0.5530485,11.30629,4.876736,2.74322425943033,23.782554013696,7.52527933752706,11.81928,3.029334,20.95182,5.788292,0.5530485,11.30629,4.57214676937186,2.74322425943033,20.9045260806775,7.52527933752706,0.171296999999999,FALSE
186,186,186,186,24,3,5,1,PTEN expression of siNC vs siSERINC1 in Dicer-Ex5 HCT116 cells,Positive,Positive,8,8,No,,Student's t test,t,4.207805,,6,0.005636838,Student's t test,t,3.963494,,6,0.007422007,No,,,,,,,Cohen's d,2.975367,1.284645,0.7811132,5.077952,2.802613,1.240727,0.6790372,4.832643,2.885987,1.136819,4.635155,0.001221619,Positive,Student's t test,t,4.207805,,6,0.005636838,Student's t test,t,3.963494,,6,0.007422007,,,,,,Cohen's d,2.975367,1.284645,0.7811132,5.077952,2.802613,1.240727,0.6790372,4.832643,2.885987,1.136819,4.635155,0.001221619,assumed original study did not perform a statistical test since there was no '*' for this comparison,"3G,3H,S3B",Yes,Yes,Yes,Yes,2,4,1,0,,,,Cell-based,"transfection (siRNA, plasmid),cell culture,Western blot assay,RNA extraction,qRT-PCR,microscopy (fluorescence)","cell,immuno,molecular",1,Core9,3.0,ceRNA depletion on PTEN expression,4.0,4,4,Yes,Yes,,0,,6,,3.0,No,,,,,,,,Yes,Student's t test,Yes,"A key material was asked to be shared (Cells), but were not coded since it was commercially available",Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.,2011,Cell,13,https://osf.io/oblj1/,2015-02-24,25000,33415.68,43110.89,62894.9,42331,42404,https://elifesciences.org/articles/12470,42445,43349,Partial,Western blot results with the phospho-AKT antibody were inconsistent and largely absent of a signal.,43977,44092,https://elifesciences.org/articles/56651,Yes,No,Yes,1,Core9,,TRUE,TRUE,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,FALSE,TRUE,FALSE,TRUE,p24e3o5,1,p24e3,2.975367,Cohen's d,0.7811132,5.077952,2.802613,0.6790372,4.832643,1.284645,1.05961278696015,1.650312776025,1.12277925828945,2.975367,0.7811132,5.077952,2.802613,0.6790372,4.832643,1.09615248899799,1.05961278696015,1.20155027913649,1.12277925828945,0.0458344000000004,FALSE
188,188,188,188,24,3,7,1,PTEN expression of siNC vs siCNOT6L in Dicer-Ex5 HCT116 cells,Positive,Positive,8,8,No,,Student's t test,t,3.992918,,6,0.007176665,Welch's t test,t,2.920492,,4.357305,0.03894628,No,,,,,,,Glass' delta,2.708333,1.312445,0.193857,5.142675,3.323902,1.530159,0.4344105,6.168055,2.969246,1.016731,4.921761,0.002877083,Positive,Student's t test,t,3.992918,,6,0.007176665,Welch's t test,t,2.920492,,4.357305,0.03894628,,,,,,Glass' delta,2.708333,1.312445,0.193857,5.142675,3.323902,1.530159,0.4344105,6.168055,2.969246,1.016731,4.921761,0.002877083,assumed original study did not perform a statistical test since there was no '*' for this comparison.,"3G,3H,S3B",Yes,Yes,Yes,Yes,2,4,1,0,,,,Cell-based,"transfection (siRNA, plasmid),cell culture,Western blot assay,RNA extraction,qRT-PCR,microscopy (fluorescence)","cell,immuno,molecular",1,Core9,3.0,ceRNA depletion on PTEN expression,4.0,4,4,Yes,Yes,,0,,6,,3.0,No,,,,,,,,Yes,Student's t test,Yes,"A key material was asked to be shared (Cells), but were not coded since it was commercially available",Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.,2011,Cell,13,https://osf.io/oblj1/,2015-02-24,25000,33415.68,43110.89,62894.9,42331,42404,https://elifesciences.org/articles/12470,42445,43349,Partial,Western blot results with the phospho-AKT antibody were inconsistent and largely absent of a signal.,43977,44092,https://elifesciences.org/articles/56651,Yes,No,Yes,1,Core9,,TRUE,TRUE,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,FALSE,TRUE,FALSE,TRUE,p24e3o7,1,p24e3,2.708333,Glass' delta,0.193857,5.142675,3.323902,0.4344105,6.168055,1.312445,1.46269129056101,1.722511878025,2.13946581148305,2.708333,0.193857,5.142675,3.323902,0.4344105,6.168055,1.26247676973548,1.46269129056102,1.59384759412172,2.13946581148305,0.0400669999999996,FALSE
189,189,189,189,24,3,8,1,PTEN expression of siNC vs siPTEN in Dicer-Ex5 HCT116 cells,Positive,Positive,8,8,Yes,Student's t test,Welch's t test,t,41.125,,3,3.163946e-05,Student's t test,t,4.149283,,6,0.006015906,No,,,,,,,Glass' delta,20.5625,8.424334,5.434002,35.36035,2.075854,1.103719,-0.07814925,4.119009,2.387824,0.2429054,4.5327423,0.02911516,Positive,Welch's t test,t,41.125,,3,3.163946e-05,Student's t test,t,4.149283,,6,0.006015906,,,,,,Glass' delta,20.5625,8.424334,5.434002,35.36035,2.075854,1.103719,-0.07814925,4.119009,2.387824,0.2429054,4.5327423,0.02911516,,"3G,3H,S3B",Yes,Yes,Yes,Yes,2,4,1,0,,,,Cell-based,"transfection (siRNA, plasmid),cell culture,Western blot assay,RNA extraction,qRT-PCR,microscopy (fluorescence)","cell,immuno,molecular",1,Core9,3.0,ceRNA depletion on PTEN expression,4.0,4,4,Yes,Yes,,0,,6,,3.0,No,,,,,,,,Yes,Student's t test,Yes,"A key material was asked to be shared (Cells), but were not coded since it was commercially available",Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.,2011,Cell,13,https://osf.io/oblj1/,2015-02-24,25000,33415.68,43110.89,62894.9,42331,42404,https://elifesciences.org/articles/12470,42445,43349,Partial,Western blot results with the phospho-AKT antibody were inconsistent and largely absent of a signal.,43977,44092,https://elifesciences.org/articles/56651,Yes,No,Yes,1,Core9,,TRUE,TRUE,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,FALSE,TRUE,FALSE,TRUE,p24e3o8,1,p24e3,20.5625,Glass' delta,5.434002,35.36035,2.075854,-0.07814925,4.119009,8.424334,1.07072330999617,70.969403343556,1.14644840656915,20.5625,5.434002,35.36035,2.075854,-0.07814925,4.119009,7.6344127331051,1.07072330999617,58.2842577793973,1.14644840656915,0.165323999999998,FALSE
190,190,190,190,24,4,1,1,cell proliferation of siNC vs siVAPA in wild-type HCT116 cells,Positive,Positive,6,8,Yes,Student's t test,Student's t test,t,7.456842,,4,0.001728131,Student's t test,t,3.071358,,6,0.02190393,No,,,,,,,Cohen's d,6.088486,2.819674,1.742122,10.42311,2.171778,1.091208,0.2904801,3.956579,2.681964,0.6873877,4.6765413,0.008403245,Positive,Student's t test,t,7.456842,,4,0.001728131,Student's t test,t,3.071358,,6,0.02190393,,,,,,Cohen's d,6.088486,2.819674,1.742122,10.42311,2.171778,1.091208,0.2904801,3.956579,2.681964,0.6873877,4.6765413,0.008403245,,5B,Yes,Yes,Yes,Yes,3,4,0,0,,,,Cell-based,"transfection (siRNA),cell culture,cell proliferation/viability assay (Crystal violet),RNA extraction,qRT-PCR,microscopy (fluorescence)","cell,immuno,molecular",1,Core9,4.0,ceRNA depletion on cell proliferation,3.0,5,5,Yes,Yes,,0,,6,,4.0,No,,,,,,,,Yes,Student's t test,Yes,"A key material was asked to be shared (Cells), but were not coded since it was commercially available",Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.,2011,Cell,13,https://osf.io/oblj1/,2015-02-24,25000,33415.68,43110.89,62894.9,42331,42404,https://elifesciences.org/articles/12470,42445,43349,Partial,Western blot results with the phospho-AKT antibody were inconsistent and largely absent of a signal.,43977,44092,https://elifesciences.org/articles/56651,Yes,No,Yes,1,Core9,,TRUE,TRUE,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,FALSE,TRUE,FALSE,TRUE,p24e4o1,1,p24e4,6.088486,Cohen's d,1.742122,10.42311,2.171778,0.2904801,3.956579,2.819674,0.935246496598336,7.950561466276,0.874686009399461,6.088486,1.742122,10.42311,2.171778,0.2904801,3.956579,2.21457844850072,0.935246496598336,4.90435770456385,0.874686009399461,0.00586999999999982,FALSE
191,191,191,191,24,4,2,1,cell proliferation of siNC vs siCNOT6L in wild-type HCT116 cells,Positive,Null-positive,6,8,Yes,Student's t test,Student's t test,t,9.946121,,4,0.0005738803,Student's t test,t,0.6022279,,6,0.5690665,No,,,,,,,Cohen's d,8.120974,3.655908,2.537121,13.75216,0.4258394,0.8287433,-0.996725,1.814815,0.8019394,-0.7821764,2.3860552,0.3210961,Null-positive,Student's t test,t,9.946121,,4,0.0005738803,Student's t test,t,0.6022279,,6,0.5690665,,,,,,Cohen's d,8.120974,3.655908,2.537121,13.75216,0.4258394,0.8287433,-0.996725,1.814815,0.8019394,-0.7821764,2.3860552,0.3210961,,5B,Yes,Yes,Yes,Yes,3,4,0,0,,,,Cell-based,"transfection (siRNA),cell culture,cell proliferation/viability assay (Crystal violet),RNA extraction,qRT-PCR,microscopy (fluorescence)","cell,immuno,molecular",1,Core9,4.0,ceRNA depletion on cell proliferation,3.0,5,5,Yes,Yes,,0,,6,,4.0,No,,,,,,,,Yes,Student's t test,Yes,"A key material was asked to be shared (Cells), but were not coded since it was commercially available",Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.,2011,Cell,13,https://osf.io/oblj1/,2015-02-24,25000,33415.68,43110.89,62894.9,42331,42404,https://elifesciences.org/articles/12470,42445,43349,Partial,Western blot results with the phospho-AKT antibody were inconsistent and largely absent of a signal.,43977,44092,https://elifesciences.org/articles/56651,Yes,No,Yes,1,Core9,,FALSE,TRUE,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,FALSE,TRUE,FALSE,TRUE,p24e4o2,1,p24e4,8.120974,Cohen's d,2.537121,13.75216,0.4258394,-0.996725,1.814815,3.655908,0.717242771340971,13.365663304464,0.514437193040876,8.120974,2.537121,13.75216,0.4258394,-0.996725,1.814815,2.86103190886741,0.717242771340971,8.18550358355749,0.514437193040876,0.0236664999999991,FALSE
